continent.country.region,Freq,continent,country,region,iso2c,iso3c,latitude_country,longitude_country,latitude_region,longitude_region,locality_revgeo,administrative_area_level_1_revgeo,administrative_area_level_2_revgeo,country_revgeo,state_revgeo_natearth,country_revgeo_natearth,,
Europe / Czechia / Moravian Silesian Region,96,Europe,Czechia,Moravian Silesian Region,CZ,CZE,49.73341073,15.31240065,49.7305327,18.2332637,Krmelín,Moravian-Silesian Region,Frýdek-Místek District,Czechia,Moravian-Silesian,Czechia,TRUE,
Europe / Czechia / Moravskoslezsky region,1,Europe,Czechia,Moravskoslezsky region,CZ,CZE,49.73341073,15.31240065,49.7305327,18.2332637,Krmelín,Moravian-Silesian Region,Frýdek-Místek District,Czechia,Moravian-Silesian,Czechia,TRUE,
Europe / Czechia / NA,2316,Europe,Czechia,NA,CZ,CZE,49.73341073,15.31240065,49.73341073,15.31240065,Cíhošt,Vysocina Region,Havlíckuv Brod District,Czechia,Vysocina,Czechia,TRUE,
Europe / Czechia / Nachod,57,Europe,Czechia,Nachod,CZ,CZE,49.73341073,15.31240065,50.4145722,16.1656347,Nachod,Hradec Králové Region,Náchod District,Czechia,Hradec Králové,Czechia,TRUE,
Europe / Czechia / Namest na Oslavou,1,Europe,Czechia,Namest na Oslavou,CZ,CZE,49.73341073,15.31240065,49.2054564,16.1557447,Námešt nad Oslavou,Vysocina Region,Trebíc District,Czechia,Vysocina,Czechia,TRUE,
Europe / Czechia / Northern Bohemia Region,11,Europe,Czechia,Northern Bohemia Region,CZ,CZE,49.73341073,15.31240065,49.8782223,14.9362955,Úžice,Central Bohemian Region,Kutná Hora District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Nucice,1,Europe,Czechia,Nucice,CZ,CZE,49.73341073,15.31240065,50.0184813,14.2299775,Nucice,Central Bohemian Region,Prague-West District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Odolena Voda,1,Europe,Czechia,Odolena Voda,CZ,CZE,49.73341073,15.31240065,50.2334147,14.4107891,Odolena Voda,Central Bohemian Region,Prague-East District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Olomouc,76,Europe,Czechia,Olomouc,CZ,CZE,49.73341073,15.31240065,49.593778,17.2508787,Olomouc,Olomouc Region,Olomouc District,Czechia,Olomouc,Czechia,TRUE,
Europe / Czechia / Olomouc region,807,Europe,Czechia,Olomouc region,CZ,CZE,49.73341073,15.31240065,49.6586549,17.0811406,Cholina,Olomouc Region,Olomouc District,Czechia,Olomouc,Czechia,TRUE,
Europe / Czechia / Olomouc Region,1071,Europe,Czechia,Olomouc Region,CZ,CZE,49.73341073,15.31240065,49.6586549,17.0811406,Cholina,Olomouc Region,Olomouc District,Czechia,Olomouc,Czechia,TRUE,
Europe / Czechia / Ostrava,105,Europe,Czechia,Ostrava,CZ,CZE,49.73341073,15.31240065,49.8209226,18.2625243,NA,Moravian-Silesian Region,Ostrava-City District,Czechia,Moravian-Silesian,Czechia,TRUE,
Europe / Czechia / Ostrava Region,6,Europe,Czechia,Ostrava Region,CZ,CZE,49.73341073,15.31240065,49.7305327,18.2332637,Krmelín,Moravian-Silesian Region,Frýdek-Místek District,Czechia,Moravian-Silesian,Czechia,TRUE,
Europe / Czechia / Pardubice,4,Europe,Czechia,Pardubice,CZ,CZE,49.73341073,15.31240065,50.0343092,15.7811994,NA,Pardubický kraj,Pardubice,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Pardubice region,571,Europe,Czechia,Pardubice region,CZ,CZE,49.73341073,15.31240065,49.9444479,16.2856916,Voderady,Pardubice Region,Ústí nad Orlicí District,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Pardubice Region,678,Europe,Czechia,Pardubice Region,CZ,CZE,49.73341073,15.31240065,49.9444479,16.2856916,Voderady,Pardubice Region,Ústí nad Orlicí District,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Pardubicky Kraj,1,Europe,Czechia,Pardubicky Kraj,CZ,CZE,49.73341073,15.31240065,49.9444479,16.2856916,Voderady,Pardubice Region,Ústí nad Orlicí District,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Pardubicky region,3,Europe,Czechia,Pardubicky region,CZ,CZE,49.73341073,15.31240065,49.9444479,16.2856916,Voderady,Pardubice Region,Ústí nad Orlicí District,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Pilsen,6,Europe,Czechia,Pilsen,CZ,CZE,49.73341073,15.31240065,49.7384314,13.3736371,NA,Plzen Region,Plzen-City District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Pilsen-south,9,Europe,Czechia,Pilsen-south,CZ,CZE,49.73341073,15.31240065,49.7384314,13.3736371,NA,Plzen Region,Plzen-City District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Pilsen region,1,Europe,Czechia,Pilsen region,CZ,CZE,49.73341073,15.31240065,49.7384314,13.3736371,NA,Plzen Region,Plzen-City District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Pilsen Region,36,Europe,Czechia,Pilsen Region,CZ,CZE,49.73341073,15.31240065,49.7384314,13.3736371,NA,Plzen Region,Plzen-City District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Pivo,1,Europe,Czechia,Pivo,CZ,CZE,49.73341073,15.31240065,50.0754373,14.4236585,Prague,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Plana,2,Europe,Czechia,Plana,CZ,CZE,49.73341073,15.31240065,49.8681673,12.7437969,Planá,Plzen Region,Tachov District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Plzen,182,Europe,Czechia,Plzen,CZ,CZE,49.73341073,15.31240065,49.7384314,13.3736371,NA,Plzen Region,Plzen-City District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Plzen,1,Europe,Czechia,Plzen,CZ,CZE,49.73341073,15.31240065,49.7384314,13.3736371,NA,Plzen Region,Plzen-City District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Plzen Region,1914,Europe,Czechia,Plzen Region,CZ,CZE,49.73341073,15.31240065,49.4134812,13.3157246,Klatovy,Plzen Region,Klatovy District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Plzensky Kraj,1,Europe,Czechia,Plzensky Kraj,CZ,CZE,49.73341073,15.31240065,49.4134812,13.3157246,Klatovy,Plzen Region,Klatovy District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / Prague,3050,Europe,Czechia,Prague,CZ,CZE,49.73341073,15.31240065,50.0755381,14.4378005,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Prague-Miskovice,1,Europe,Czechia,Prague-Miskovice,CZ,CZE,49.73341073,15.31240065,50.156304,14.542254,NA,Hlavní mesto Praha,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Prague -west,1,Europe,Czechia,Prague -west,CZ,CZE,49.73341073,15.31240065,50.0755381,14.4378005,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Prague Region,297,Europe,Czechia,Prague Region,CZ,CZE,49.73341073,15.31240065,50.0755381,14.4378005,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
"Europe / Czechia / Prague, Central Bohemian Region",26,Europe,Czechia,"Prague, Central Bohemian Region",CZ,CZE,49.73341073,15.31240065,50.0755381,14.4378005,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Praha,25,Europe,Czechia,Praha,CZ,CZE,49.73341073,15.31240065,50.0755381,14.4378005,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Praha 5 Stodulky,1,Europe,Czechia,Praha 5 Stodulky,CZ,CZE,49.73341073,15.31240065,50.0492395,14.316798,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Praha Region,4,Europe,Czechia,Praha Region,CZ,CZE,49.73341073,15.31240065,50.0755381,14.4378005,NA,Prague,Hlavní mesto Praha,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Pruhonice,1,Europe,Czechia,Pruhonice,CZ,CZE,49.73341073,15.31240065,50.0017023,14.5613347,Pruhonice,Central Bohemian Region,Prague-West District,Czechia,Prague,Czechia,TRUE,
Europe / Czechia / Region Pardubice,1,Europe,Czechia,Region Pardubice,CZ,CZE,49.73341073,15.31240065,49.9444479,16.2856916,Voderady,Pardubice Region,Ústí nad Orlicí District,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Rudna u Prahy,1,Europe,Czechia,Rudna u Prahy,CZ,CZE,49.73341073,15.31240065,50.0350283,14.2343536,Rudná,Central Bohemian Region,Prague-West District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Rychnov nad Kneznou,1,Europe,Czechia,Rychnov nad Kneznou,CZ,CZE,49.73341073,15.31240065,50.1659651,16.2776842,Rychnov nad Knežnou,Hradec Králové Region,Rychnov nad Knežnou District,Czechia,Hradec Králové,Czechia,TRUE,
Europe / Czechia / Sezimovo Usti,1,Europe,Czechia,Sezimovo Usti,CZ,CZE,49.73341073,15.31240065,49.3851905,14.6848079,Sezimovo Ústí,South Bohemian Region,Tábor District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / Slaný,2,Europe,Czechia,Slaný,CZ,CZE,49.73341073,15.31240065,50.2304622,14.0869439,Slaný,Central Bohemian Region,Kladno District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Slavetin,1,Europe,Czechia,Slavetin,CZ,CZE,49.73341073,15.31240065,50.3506129,13.9077182,Slavetín,Ústí nad Labem Region,Louny District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Slavkov u Brna,1,Europe,Czechia,Slavkov u Brna,CZ,CZE,49.73341073,15.31240065,49.1532539,16.8764982,Slavkov u Brna,South Moravian Region,Vyškov District,Czechia,South Moravian,Czechia,TRUE,
Europe / Czechia / Sokolov,8,Europe,Czechia,Sokolov,CZ,CZE,49.73341073,15.31240065,50.1745286,12.6598918,Sokolov,Karlovy Vary Region,Sokolov District,Czechia,Karlovy Vary,Czechia,TRUE,
Europe / Czechia / South Bohemia,4,Europe,Czechia,South Bohemia,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / South Bohemia Region,154,Europe,Czechia,South Bohemia Region,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / South Bohemian,354,Europe,Czechia,South Bohemian,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / South Bohemian region,2,Europe,Czechia,South Bohemian region,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / South Bohemian Region,1335,Europe,Czechia,South Bohemian Region,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
"Europe / Czechia / South Bohemian Region, Plzen Region",1,Europe,Czechia,"South Bohemian Region, Plzen Region",CZ,CZE,49.73341073,15.31240065,49.4393318,13.7560987,Hradište,Plzen Region,Plzen-South District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / South Bomemian Region,1,Europe,Czechia,South Bomemian Region,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / South Moravian,2,Europe,Czechia,South Moravian,CZ,CZE,49.73341073,15.31240065,48.9544528,16.7676899,Kurdejov,South Moravian Region,Breclav District,Czechia,South Moravian,Czechia,TRUE,
Europe / Czechia / South moravian Region,1,Europe,Czechia,South moravian Region,CZ,CZE,49.73341073,15.31240065,48.9544528,16.7676899,Kurdejov,South Moravian Region,Breclav District,Czechia,South Moravian,Czechia,TRUE,
Europe / Czechia / South Moravian Region,3375,Europe,Czechia,South Moravian Region,CZ,CZE,49.73341073,15.31240065,48.9544528,16.7676899,Kurdejov,South Moravian Region,Breclav District,Czechia,South Moravian,Czechia,TRUE,
Europe / Czechia / Southern Bohemia Region,1,Europe,Czechia,Southern Bohemia Region,CZ,CZE,49.73341073,15.31240065,48.9457789,14.4416055,Planá,South Bohemian Region,Ceské Budejovice District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / Stankovice,1,Europe,Czechia,Stankovice,CZ,CZE,49.73341073,15.31240065,50.3498271,13.5710508,Stankovice,Ústí nad Labem Region,Louny District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Stara Boleslav,1,Europe,Czechia,Stara Boleslav,CZ,CZE,49.73341073,15.31240065,50.1863259,14.6592444,Brandýs nad Labem-Stará Boleslav,Central Bohemian Region,Prague-East District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Stare Mesto pod Landstejn,1,Europe,Czechia,Stare Mesto pod Landstejn,CZ,CZE,49.73341073,15.31240065,49.0263363,15.230005,Staré Mesto pod Landštejnem,South Bohemian Region,Jindrichuv Hradec District,Czechia,South Bohemian,Czechia,TRUE,
Europe / Czechia / Stredocesky kraj,2,Europe,Czechia,Stredocesky kraj,CZ,CZE,49.73341073,15.31240065,49.8782223,14.9362955,Úžice,Central Bohemian Region,Kutná Hora District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Stredocesky Kraj,16,Europe,Czechia,Stredocesky Kraj,CZ,CZE,49.73341073,15.31240065,49.8782223,14.9362955,Úžice,Central Bohemian Region,Kutná Hora District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Stredocesky region,11,Europe,Czechia,Stredocesky region,CZ,CZE,49.73341073,15.31240065,49.8782223,14.9362955,Úžice,Central Bohemian Region,Kutná Hora District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / SVAN,5,Europe,Czechia,SVAN,CZ,CZE,49.73341073,15.31240065,49.924282,15.810248,Slatinany,Pardubice Region,Chrudim District,Czechia,Pardubice,Czechia,TRUE,
Europe / Czechia / Tachov,4,Europe,Czechia,Tachov,CZ,CZE,49.73341073,15.31240065,49.7987803,12.6361921,Tachov,Plzen Region,Tachov District,Czechia,Plzen-,Czechia,TRUE,
Europe / Czechia / The Moravian-Silesian Region,2,Europe,Czechia,The Moravian-Silesian Region,CZ,CZE,49.73341073,15.31240065,49.7305327,18.2332637,Krmelín,Moravian-Silesian Region,Frýdek-Místek District,Czechia,Moravian-Silesian,Czechia,TRUE,
Europe / Czechia / Tišnov,1,Europe,Czechia,Tišnov,CZ,CZE,49.73341073,15.31240065,49.3487181,16.4243853,Tišnov,South Moravian Region,Brno-Country District,Czechia,South Moravian,Czechia,TRUE,
Europe / Czechia / Tistin,1,Europe,Czechia,Tistin,CZ,CZE,49.73341073,15.31240065,49.3068877,17.1654048,Tištín,Olomouc Region,Prostejov District,Czechia,Olomouc,Czechia,TRUE,
Europe / Czechia / Trutnov,16,Europe,Czechia,Trutnov,CZ,CZE,49.73341073,15.31240065,50.5653838,15.9090923,Trutnov,Hradec Králové Region,Trutnov District,Czechia,Hradec Králové,Czechia,TRUE,
Europe / Czechia / Trutnov District,7,Europe,Czechia,Trutnov District,CZ,CZE,49.73341073,15.31240065,50.5553288,15.8546925,Staré Buky,Hradec Králové Region,Trutnov District,Czechia,Hradec Králové,Czechia,TRUE,
Europe / Czechia / Uhlirske Janovice,1,Europe,Czechia,Uhlirske Janovice,CZ,CZE,49.73341073,15.31240065,49.8801905,15.0648196,Uhlírské Janovice,Central Bohemian Region,Kutná Hora District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Unhost,1,Europe,Czechia,Unhost,CZ,CZE,49.73341073,15.31240065,50.0853554,14.1300829,Unhošt,Central Bohemian Region,Kladno District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Ustecky Kraj,3,Europe,Czechia,Ustecky Kraj,CZ,CZE,49.73341073,15.31240065,50.6119037,13.7870086,Zabrušany,Ústí nad Labem Region,Teplice District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Ustecky Region,163,Europe,Czechia,Ustecky Region,CZ,CZE,49.73341073,15.31240065,50.6119037,13.7870086,Zabrušany,Ústí nad Labem Region,Teplice District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Usti nad Labem,23,Europe,Czechia,Usti nad Labem,CZ,CZE,49.73341073,15.31240065,50.6611164,14.0531455,NA,Ústí nad Labem Region,Ústí nad Labem District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Ústí nad Labem,3,Europe,Czechia,Ústí nad Labem,CZ,CZE,49.73341073,15.31240065,50.6611164,14.0531455,NA,Ústí nad Labem Region,Ústí nad Labem District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Usti nad Labem region,3,Europe,Czechia,Usti nad Labem region,CZ,CZE,49.73341073,15.31240065,50.6119037,13.7870086,Zabrušany,Ústí nad Labem Region,Teplice District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Usti nad Labem Region,122,Europe,Czechia,Usti nad Labem Region,CZ,CZE,49.73341073,15.31240065,50.6119037,13.7870086,Zabrušany,Ústí nad Labem Region,Teplice District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Ústí nad Labem Region,16,Europe,Czechia,Ústí nad Labem Region,CZ,CZE,49.73341073,15.31240065,50.6119037,13.7870086,Zabrušany,Ústí nad Labem Region,Teplice District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Usti Region,15,Europe,Czechia,Usti Region,CZ,CZE,49.73341073,15.31240065,50.6119037,13.7870086,Zabrušany,Ústí nad Labem Region,Teplice District,Czechia,Ústí nad Labem,Czechia,TRUE,
Europe / Czechia / Velke Popovice,1,Europe,Czechia,Velke Popovice,CZ,CZE,49.73341073,15.31240065,49.9225214,14.6393499,Velké Popovice,Central Bohemian Region,Prague-East District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Velke Prilepy,2,Europe,Czechia,Velke Prilepy,CZ,CZE,49.73341073,15.31240065,50.1605052,14.3144791,Velké Prílepy,Central Bohemian Region,Prague-West District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Czechia / Vémyslice,2,Europe,Czechia,Vémyslice,CZ,CZE,49.73341073,15.31240065,49.0220407,16.2567969,Vémyslice,South Moravian Region,Znojmo District,Czechia,South Moravian,Czechia,TRUE,
Europe / Czechia / Vysocina,3,Europe,Czechia,Vysocina,CZ,CZE,49.73341073,15.31240065,49.4490052,15.6405934,Mešín,Vysocina Region,Jihlava District,Czechia,Vysocina,Czechia,TRUE,
Europe / Czechia / Vysocina Region,2040,Europe,Czechia,Vysocina Region,CZ,CZE,49.73341073,15.31240065,49.4490052,15.6405934,Mešín,Vysocina Region,Jihlava District,Czechia,Vysocina,Czechia,TRUE,
Europe / Czechia / Zabreh na Morave,1,Europe,Czechia,Zabreh na Morave,CZ,CZE,49.73341073,15.31240065,49.8825995,16.8722323,Zábreh,Olomouc Region,Šumperk District,Czechia,Olomouc,Czechia,TRUE,
Europe / Czechia / Zabrezi,1,Europe,Czechia,Zabrezi,CZ,CZE,49.73341073,15.31240065,50.4107111,15.7365496,Zábrezí-Recice,Hradec Králové Region,Trutnov District,Czechia,Hradec Králové,Czechia,TRUE,
Europe / Czechia / Zlin,7,Europe,Czechia,Zlin,CZ,CZE,49.73341073,15.31240065,49.2244365,17.6627635,Zlín,Zlín Region,Zlín District,Czechia,Zlín,Czechia,TRUE,
Europe / Czechia / Zlin Region,1082,Europe,Czechia,Zlin Region,CZ,CZE,49.73341073,15.31240065,49.2162296,17.7720353,Lípa,Zlín Region,Zlín District,Czechia,Zlín,Czechia,TRUE,
Europe / Czechia / Zlín Region,10,Europe,Czechia,Zlín Region,CZ,CZE,49.73341073,15.31240065,49.2162296,17.7720353,Lípa,Zlín Region,Zlín District,Czechia,Zlín,Czechia,TRUE,
Europe / Czechia / Zlonice,1,Europe,Czechia,Zlonice,CZ,CZE,49.73341073,15.31240065,50.287503,14.0921466,Zlonice,Central Bohemian Region,Kladno District,Czechia,Central Bohemian,Czechia,TRUE,
Europe / Denmark / Hovedstaden,150808,Europe,Denmark,Hovedstaden,DK,DNK,55.98126391,10.02799418,55.6751812,12.5493261,Frederiksberg,NA,NA,Denmark,Denmark,Denmark,TRUE,
Europe / Denmark / Midtjylland,63098,Europe,Denmark,Midtjylland,DK,DNK,55.98126391,10.02799418,56.302139,9.302777,Kjellerup,NA,NA,Denmark,Central Denmark,Denmark,TRUE,
Europe / Denmark / NA,2795,Europe,Denmark,NA,DK,DNK,55.98126391,10.02799418,55.98126391,10.02799418,Odder,NA,NA,Denmark,Central Denmark,Denmark,TRUE,
Europe / Denmark / Nordjylland,27999,Europe,Denmark,Nordjylland,DK,DNK,55.98126391,10.02799418,56.8307416,9.4930527,Aars,NA,NA,Denmark,North Denmark,Denmark,TRUE,
Europe / Denmark / Sjaelland,41070,Europe,Denmark,Sjaelland,DK,DNK,55.98126391,10.02799418,55.4632518,11.7214979,Ringsted,NA,NA,Denmark,Zealand,Denmark,TRUE,
Europe / Denmark / Syddanmark,54607,Europe,Denmark,Syddanmark,DK,DNK,55.98126391,10.02799418,55.3307714,9.0924903,Rødding,NA,NA,Denmark,Southern Denmark,Denmark,TRUE,
Europe / Estonia / Central Estonia,600,Europe,Estonia,Central Estonia,EE,EST,58.67192416,25.54248555,58.595272,25.0136071,Vihtra,Pärnu County,NA,Estonia,Pärnu,Estonia,TRUE,
Europe / Estonia / Harju,359,Europe,Estonia,Harju,EE,EST,58.67192416,25.54248555,59.3334239,25.2466974,"Parila, Harju County",Harju County,NA,Estonia,Harju,Estonia,TRUE,
Europe / Estonia / Harjumaa,4,Europe,Estonia,Harjumaa,EE,EST,58.67192416,25.54248555,59.3334239,25.2466974,"Parila, Harju County",Harju County,NA,Estonia,Harju,Estonia,TRUE,
Europe / Estonia / Hiiu,10,Europe,Estonia,Hiiu,EE,EST,58.67192416,25.54248555,58.9239553,22.5919468,Lilbi,Hiiu County,NA,Estonia,Hiiu,Estonia,TRUE,
Europe / Estonia / Ida-Viru,182,Europe,Estonia,Ida-Viru,EE,EST,58.67192416,25.54248555,59.2592663,27.4136535,Pagari,Ida-Viru County,NA,Estonia,Ida-Viru,Estonia,TRUE,
Europe / Estonia / Järva,24,Europe,Estonia,Järva,EE,EST,58.67192416,25.54248555,58.8866713,25.5000624,Röa,Järva County,NA,Estonia,Järva,Estonia,TRUE,
Europe / Estonia / Jõgeva,46,Europe,Estonia,Jõgeva,EE,EST,58.67192416,25.54248555,58.7425969,26.3877205,Jõgeva,Jõgeva County,NA,Estonia,Jõgeva,Estonia,TRUE,
Europe / Estonia / Lääne,35,Europe,Estonia,Lääne,EE,EST,58.67192416,25.54248555,58.9722742,23.8740834,Vidruka,Lääne County,NA,Estonia,Lääne,Estonia,TRUE,
Europe / Estonia / Lääne-Viru,127,Europe,Estonia,Lääne-Viru,EE,EST,58.67192416,25.54248555,59.3018816,26.3280312,Karitsa,Lääne-Viru County,NA,Estonia,Lääne-Viru,Estonia,TRUE,
Europe / Estonia / NA,785,Europe,Estonia,NA,EE,EST,58.67192416,25.54248555,58.67192416,25.54248555,Ollepa,Järva County,NA,Estonia,Järva,Estonia,TRUE,
Europe / Estonia / North-Eastern Estonia,503,Europe,Estonia,North-Eastern Estonia,EE,EST,58.67192416,25.54248555,58.595272,25.0136071,Vihtra,Pärnu County,NA,Estonia,Pärnu,Estonia,TRUE,
Europe / Estonia / Northern Estonia,3014,Europe,Estonia,Northern Estonia,EE,EST,58.67192416,25.54248555,59.0356399,25.3174222,Aela,Harju County,NA,Estonia,Harju,Estonia,TRUE,
Europe / Estonia / Pärnu,58,Europe,Estonia,Pärnu,EE,EST,58.67192416,25.54248555,58.3916898,24.4952894,Pärnu,Pärnu County,NA,Estonia,Pärnu,Estonia,TRUE,
Europe / Estonia / Põlva,32,Europe,Estonia,Põlva,EE,EST,58.67192416,25.54248555,58.067018,27.0738741,Põlva,Põlva County,NA,Estonia,Põlva,Estonia,TRUE,
Europe / Estonia / Rapla,33,Europe,Estonia,Rapla,EE,EST,58.67192416,25.54248555,59.0000543,24.8048628,Rapla,Rapla County,NA,Estonia,Rapla,Estonia,TRUE,
Europe / Estonia / Saare,55,Europe,Estonia,Saare,EE,EST,58.67192416,25.54248555,57.9229168,22.0450493,Sääre,Saare County,NA,Estonia,Saare,Estonia,TRUE,
Europe / Estonia / Southern Estonia,1730,Europe,Estonia,Southern Estonia,EE,EST,58.67192416,25.54248555,57.9248531,26.1844343,Õru,Valga County,NA,Estonia,Valga,Estonia,TRUE,
Europe / Estonia / Tartu,95,Europe,Estonia,Tartu,EE,EST,58.67192416,25.54248555,58.377983,26.7290383,Tartu,Tartu County,NA,Estonia,Tartu,Estonia,TRUE,
Europe / Estonia / Valga,35,Europe,Estonia,Valga,EE,EST,58.67192416,25.54248555,57.7814568,26.0550403,Valga,Valga County,NA,Estonia,Valga,Estonia,TRUE,
Europe / Estonia / Viljandi,37,Europe,Estonia,Viljandi,EE,EST,58.67192416,25.54248555,58.363476,25.5859692,Viljandi,Viljandi County,NA,Estonia,Viljandi,Estonia,TRUE,
Europe / Estonia / Võru,57,Europe,Estonia,Võru,EE,EST,58.67192416,25.54248555,57.8425017,27.0059658,Võru,Võru maakond,Võru linn,Estonia,Võru,Estonia,TRUE,
Europe / Estonia / Western Estonia,831,Europe,Estonia,Western Estonia,EE,EST,58.67192416,25.54248555,58.4719923,22.5802404,Luulupe,Saare County,NA,Estonia,Saare,Estonia,TRUE,
Europe / Faroe Islands / NA,42,Europe,Faroe Islands,NA,FO,FRO,62.05386227,-6.88096322,62.05386227,-6.88096322,NA,Streymoy,NA,Faroe Islands,Eysturoy,Faroe Islands,TRUE,
Europe / Finland / Helsinki,11,Europe,Finland,Helsinki,FI,FIN,64.49884844,26.27467024,60.1698557,24.9383791,Helsinki,NA,NA,Finland,Uusimaa,Finland,TRUE,
Europe / Finland / Kanta-Hame,17,Europe,Finland,Kanta-Hame,FI,FIN,64.49884844,26.27467024,60.907015,24.3005498,Hämeenlinna,NA,NA,Finland,Tavastia Proper,Finland,TRUE,
Europe / Finland / Kanta-Häme,4,Europe,Finland,Kanta-Häme,FI,FIN,64.49884844,26.27467024,60.907015,24.3005498,Hämeenlinna,NA,NA,Finland,Tavastia Proper,Finland,TRUE,
Europe / Finland / Keski-Suomi,11,Europe,Finland,Keski-Suomi,FI,FIN,64.49884844,26.27467024,62.5666743,25.5549445,NA,NA,NA,Finland,Central Finland,Finland,TRUE,
Europe / Finland / Lapland,1,Europe,Finland,Lapland,FI,FIN,64.49884844,26.27467024,67.9222304,26.5046438,NA,NA,NA,Finland,Lapland,Finland,TRUE,
Europe / Finland / NA,12409,Europe,Finland,NA,FI,FIN,64.49884844,26.27467024,64.49884844,26.27467024,NA,NA,NA,Finland,Northern Ostrobothnia,Finland,TRUE,
Europe / Finland / Paijat-Hame,1,Europe,Finland,Paijat-Hame,FI,FIN,64.49884844,26.27467024,61.3230041,25.7322496,NA,NA,NA,Finland,Päijänne Tavastia,Finland,TRUE,
