collection_date,REGION,sgtf,non_sgtf
2021-04-25,South West,3,7
2021-04-26,East of England,24,2
2021-04-26,London,14,16
2021-04-26,Midlands,111,9
2021-04-26,North East and Yorkshire,282,6
2021-04-26,North West,169,27
2021-04-26,South East,23,3
2021-04-26,South West,5,3
2021-04-27,East of England,31,8
2021-04-27,London,19,13
2021-04-27,Midlands,129,11
2021-04-27,North East and Yorkshire,232,6
2021-04-27,North West,135,24
2021-04-27,South East,18,8
2021-04-27,South West,4,0
2021-04-28,East of England,38,10
2021-04-28,London,22,16
2021-04-28,Midlands,109,15
2021-04-28,North East and Yorkshire,121,5
2021-04-28,North West,149,33
2021-04-28,South East,19,6
2021-04-28,South West,0,3
2021-04-29,East of England,41,10
2021-04-29,London,12,6
2021-04-29,Midlands,109,18
2021-04-29,North East and Yorkshire,69,1
2021-04-29,North West,133,23
2021-04-29,South East,19,2
2021-04-29,South West,2,0
2021-04-30,East of England,35,10
2021-04-30,London,15,17
2021-04-30,Midlands,92,18
2021-04-30,North East and Yorkshire,61,3
2021-04-30,North West,85,44
2021-04-30,South East,19,2
2021-04-30,South West,5,1
2021-05-01,East of England,30,5
2021-05-01,London,13,19
2021-05-01,Midlands,63,9
2021-05-01,North East and Yorkshire,58,3
2021-05-01,North West,66,48
2021-05-01,South East,17,4
2021-05-01,South West,2,0
2021-05-02,East of England,21,14
2021-05-02,London,11,23
2021-05-02,Midlands,73,19
2021-05-02,North East and Yorkshire,22,8
2021-05-02,North West,61,43
2021-05-02,South East,18,6
2021-05-02,South West,0,0
2021-05-03,East of England,32,16
2021-05-03,London,21,17
2021-05-03,Midlands,130,17
2021-05-03,North East and Yorkshire,43,6
2021-05-03,North West,80,59
2021-05-03,South East,19,8
2021-05-03,South West,0,5
2021-05-04,East of England,53,17
2021-05-04,London,13,18
2021-05-04,Midlands,144,28
2021-05-04,North East and Yorkshire,61,7
2021-05-04,North West,147,84
2021-05-04,South East,18,8
2021-05-04,South West,1,2
2021-05-05,East of England,43,20
2021-05-05,London,16,16
2021-05-05,Midlands,141,35
2021-05-05,North East and Yorkshire,73,1
2021-05-05,North West,125,130
2021-05-05,South East,14,9
2021-05-05,South West,2,2
2021-05-06,East of England,34,20
2021-05-06,London,26,25
2021-05-06,Midlands,158,41
2021-05-06,North East and Yorkshire,31,5
2021-05-06,North West,108,103
2021-05-06,South East,32,9
2021-05-06,South West,1,3
2021-05-07,East of England,30,21
2021-05-07,London,15,24
2021-05-07,Midlands,122,28
2021-05-07,North East and Yorkshire,28,5
2021-05-07,North West,83,97
2021-05-07,South East,21,6
2021-05-07,South West,0,0
2021-05-08,East of England,0,0
2021-05-08,London,0,0
2021-05-08,Midlands,5,2
2021-05-08,North East and Yorkshire,1,0
2021-05-08,North West,2,4
2021-05-08,South East,2,0
2021-05-08,South West,0,0
2021-05-09,East of England,0,0
2021-05-09,London,0,0
2021-05-09,Midlands,0,0
2021-05-09,North East and Yorkshire,0,0
2021-05-09,North West,0,0
2021-05-09,South East,0,0
2021-05-09,South West,0,0
