"type","age","date","count"
"hospitalisations","55-64",2021-04-21,19
"hospitalisations","65-74",2021-04-21,26
"hospitalisations","75-84",2021-04-21,14
"hospitalisations","85+",2021-04-21,18
"hospitalisations","0-5",2021-04-22,1
"hospitalisations","6-17",2021-04-22,3
"hospitalisations","18-54",2021-04-22,33
"hospitalisations","55-64",2021-04-22,8
"hospitalisations","65-74",2021-04-22,12
"hospitalisations","75-84",2021-04-22,17
"hospitalisations","85+",2021-04-22,14
"hospitalisations","0-5",2021-04-23,3
"hospitalisations","6-17",2021-04-23,3
"hospitalisations","18-54",2021-04-23,46
"hospitalisations","55-64",2021-04-23,12
"hospitalisations","65-74",2021-04-23,19
"hospitalisations","75-84",2021-04-23,22
"hospitalisations","85+",2021-04-23,14
"hospitalisations","0-5",2021-04-24,2
"hospitalisations","6-17",2021-04-24,3
"hospitalisations","18-54",2021-04-24,37
"hospitalisations","55-64",2021-04-24,6
"hospitalisations","65-74",2021-04-24,14
"hospitalisations","75-84",2021-04-24,13
"hospitalisations","85+",2021-04-24,13
"hospitalisations","0-5",2021-04-25,2
"hospitalisations","6-17",2021-04-25,1
"hospitalisations","18-54",2021-04-25,30
"hospitalisations","55-64",2021-04-25,15
"hospitalisations","65-74",2021-04-25,15
"hospitalisations","75-84",2021-04-25,18
"hospitalisations","85+",2021-04-25,16
"hospitalisations","0-5",2021-04-26,1
"hospitalisations","6-17",2021-04-26,3
"hospitalisations","18-54",2021-04-26,33
"hospitalisations","55-64",2021-04-26,12
"hospitalisations","65-74",2021-04-26,24
"hospitalisations","75-84",2021-04-26,19
"hospitalisations","85+",2021-04-26,14
"hospitalisations","0-5",2021-04-27,2
"hospitalisations","6-17",2021-04-27,8
"hospitalisations","18-54",2021-04-27,42
"hospitalisations","55-64",2021-04-27,15
"hospitalisations","65-74",2021-04-27,17
"hospitalisations","75-84",2021-04-27,21
"hospitalisations","85+",2021-04-27,20
"hospitalisations","0-5",2021-04-28,2
"hospitalisations","6-17",2021-04-28,2
"hospitalisations","18-54",2021-04-28,26
"hospitalisations","55-64",2021-04-28,17
"hospitalisations","65-74",2021-04-28,16
"hospitalisations","75-84",2021-04-28,12
"hospitalisations","85+",2021-04-28,10
"hospitalisations","0-5",2021-04-29,2
"hospitalisations","6-17",2021-04-29,1
"hospitalisations","18-54",2021-04-29,37
"hospitalisations","55-64",2021-04-29,11
"hospitalisations","65-74",2021-04-29,11
"hospitalisations","75-84",2021-04-29,8
"hospitalisations","85+",2021-04-29,9
"hospitalisations","0-5",2021-04-30,4
"hospitalisations","6-17",2021-04-30,2
"hospitalisations","18-54",2021-04-30,24
"hospitalisations","55-64",2021-04-30,14
"hospitalisations","65-74",2021-04-30,11
"hospitalisations","75-84",2021-04-30,11
"hospitalisations","85+",2021-04-30,11
"hospitalisations","0-5",2021-05-01,1
"hospitalisations","6-17",2021-05-01,2
"hospitalisations","18-54",2021-05-01,32
"hospitalisations","55-64",2021-05-01,4
"hospitalisations","65-74",2021-05-01,9
"hospitalisations","75-84",2021-05-01,7
"hospitalisations","85+",2021-05-01,9
"hospitalisations","0-5",2021-05-02,2
"hospitalisations","6-17",2021-05-02,3
"hospitalisations","18-54",2021-05-02,34
"hospitalisations","55-64",2021-05-02,13
"hospitalisations","65-74",2021-05-02,9
"hospitalisations","75-84",2021-05-02,13
"hospitalisations","85+",2021-05-02,15
"hospitalisations","0-5",2021-05-03,5
"hospitalisations","6-17",2021-05-03,3
"hospitalisations","18-54",2021-05-03,39
"hospitalisations","55-64",2021-05-03,11
"hospitalisations","65-74",2021-05-03,13
"hospitalisations","75-84",2021-05-03,15
"hospitalisations","85+",2021-05-03,6
"hospitalisations","0-5",2021-05-04,4
"hospitalisations","6-17",2021-05-04,4
"hospitalisations","18-54",2021-05-04,28
"hospitalisations","55-64",2021-05-04,10
"hospitalisations","65-74",2021-05-04,7
"hospitalisations","75-84",2021-05-04,11
"hospitalisations","85+",2021-05-04,8
"hospitalisations","0-5",2021-05-05,3
"hospitalisations","6-17",2021-05-05,3
"hospitalisations","18-54",2021-05-05,40
"hospitalisations","55-64",2021-05-05,13
"hospitalisations","65-74",2021-05-05,7
"hospitalisations","75-84",2021-05-05,11
"hospitalisations","85+",2021-05-05,13
"hospitalisations","0-5",2021-05-06,2
"hospitalisations","6-17",2021-05-06,2
"hospitalisations","18-54",2021-05-06,42
"hospitalisations","55-64",2021-05-06,13
"hospitalisations","65-74",2021-05-06,8
"hospitalisations","75-84",2021-05-06,8
"hospitalisations","85+",2021-05-06,7
"hospitalisations","0-5",2021-05-07,1
"hospitalisations","6-17",2021-05-07,1
"hospitalisations","18-54",2021-05-07,29
"hospitalisations","55-64",2021-05-07,8
"hospitalisations","65-74",2021-05-07,14
"hospitalisations","75-84",2021-05-07,9
"hospitalisations","85+",2021-05-07,10
"hospitalisations","0-5",2021-05-08,0
"hospitalisations","6-17",2021-05-08,3
"hospitalisations","18-54",2021-05-08,28
"hospitalisations","55-64",2021-05-08,10
"hospitalisations","65-74",2021-05-08,8
"hospitalisations","75-84",2021-05-08,12
"hospitalisations","85+",2021-05-08,12
"hospitalisations","0-5",2021-05-09,1
"hospitalisations","6-17",2021-05-09,0
"hospitalisations","18-54",2021-05-09,22
"hospitalisations","55-64",2021-05-09,15
"hospitalisations","65-74",2021-05-09,14
"hospitalisations","75-84",2021-05-09,7
"hospitalisations","85+",2021-05-09,10
"hospitalisations","0-5",2021-05-10,6
"hospitalisations","6-17",2021-05-10,3
"hospitalisations","18-54",2021-05-10,28
"hospitalisations","55-64",2021-05-10,9
"hospitalisations","65-74",2021-05-10,8
"hospitalisations","75-84",2021-05-10,12
"hospitalisations","85+",2021-05-10,6
"hospitalisations","0-5",2021-05-11,6
"hospitalisations","6-17",2021-05-11,3
"hospitalisations","18-54",2021-05-11,33
"hospitalisations","55-64",2021-05-11,8
"hospitalisations","65-74",2021-05-11,11
"hospitalisations","75-84",2021-05-11,7
"hospitalisations","85+",2021-05-11,8
"hospitalisations","0-5",2021-05-12,2
"hospitalisations","6-17",2021-05-12,2
"hospitalisations","18-54",2021-05-12,36
"hospitalisations","55-64",2021-05-12,11
"hospitalisations","65-74",2021-05-12,13
"hospitalisations","75-84",2021-05-12,11
"hospitalisations","85+",2021-05-12,13
"hospitalisations","0-5",2021-05-13,0
"hospitalisations","6-17",2021-05-13,2
"hospitalisations","18-54",2021-05-13,36
"hospitalisations","55-64",2021-05-13,11
"hospitalisations","65-74",2021-05-13,8
"hospitalisations","75-84",2021-05-13,4
"hospitalisations","85+",2021-05-13,12
"hospitalisations","0-5",2021-05-14,1
"hospitalisations","6-17",2021-05-14,3
"hospitalisations","18-54",2021-05-14,30
"hospitalisations","55-64",2021-05-14,9
"hospitalisations","65-74",2021-05-14,13
"hospitalisations","75-84",2021-05-14,7
"hospitalisations","85+",2021-05-14,8
"hospitalisations","0-5",2021-05-15,1
"hospitalisations","6-17",2021-05-15,1
"hospitalisations","18-54",2021-05-15,35
"hospitalisations","55-64",2021-05-15,5
"hospitalisations","65-74",2021-05-15,13
"hospitalisations","75-84",2021-05-15,6
"hospitalisations","85+",2021-05-15,4
"hospitalisations","0-5",2021-05-16,0
"hospitalisations","6-17",2021-05-16,3
"hospitalisations","18-54",2021-05-16,28
"hospitalisations","55-64",2021-05-16,7
"hospitalisations","65-74",2021-05-16,6
"hospitalisations","75-84",2021-05-16,7
"hospitalisations","85+",2021-05-16,7
"hospitalisations","0-5",2021-05-17,4
"hospitalisations","6-17",2021-05-17,2
"hospitalisations","18-54",2021-05-17,38
"hospitalisations","55-64",2021-05-17,7
"hospitalisations","65-74",2021-05-17,4
"hospitalisations","75-84",2021-05-17,7
"hospitalisations","85+",2021-05-17,10
"hospitalisations","0-5",2021-05-18,0
"hospitalisations","6-17",2021-05-18,2
"hospitalisations","18-54",2021-05-18,48
"hospitalisations","55-64",2021-05-18,11
"hospitalisations","65-74",2021-05-18,9
"hospitalisations","75-84",2021-05-18,6
"hospitalisations","85+",2021-05-18,8
"hospitalisations","0-5",2021-05-19,3
"hospitalisations","6-17",2021-05-19,2
"hospitalisations","18-54",2021-05-19,46
"hospitalisations","55-64",2021-05-19,8
"hospitalisations","65-74",2021-05-19,12
"hospitalisations","75-84",2021-05-19,11
"hospitalisations","85+",2021-05-19,8
"hospitalisations","0-5",2021-05-20,3
"hospitalisations","6-17",2021-05-20,1
"hospitalisations","18-54",2021-05-20,53
"hospitalisations","55-64",2021-05-20,9
"hospitalisations","65-74",2021-05-20,5
"hospitalisations","75-84",2021-05-20,10
"hospitalisations","85+",2021-05-20,11
"hospitalisations","0-5",2021-05-21,4
"hospitalisations","6-17",2021-05-21,3
"hospitalisations","18-54",2021-05-21,39
"hospitalisations","55-64",2021-05-21,9
"hospitalisations","65-74",2021-05-21,6
"hospitalisations","75-84",2021-05-21,12
"hospitalisations","85+",2021-05-21,9
"hospitalisations","0-5",2021-05-22,2
"hospitalisations","6-17",2021-05-22,5
"hospitalisations","18-54",2021-05-22,35
"hospitalisations","55-64",2021-05-22,10
"hospitalisations","65-74",2021-05-22,7
"hospitalisations","75-84",2021-05-22,4
"hospitalisations","85+",2021-05-22,8
"hospitalisations","0-5",2021-05-23,2
"hospitalisations","6-17",2021-05-23,6
"hospitalisations","18-54",2021-05-23,33
"hospitalisations","55-64",2021-05-23,8
"hospitalisations","65-74",2021-05-23,5
"hospitalisations","75-84",2021-05-23,15
"hospitalisations","85+",2021-05-23,7
"hospitalisations","0-5",2021-05-24,2
"hospitalisations","6-17",2021-05-24,0
"hospitalisations","18-54",2021-05-24,46
"hospitalisations","55-64",2021-05-24,16
"hospitalisations","65-74",2021-05-24,9
"hospitalisations","75-84",2021-05-24,14
"hospitalisations","85+",2021-05-24,9
"hospitalisations","0-5",2021-05-25,2
"hospitalisations","6-17",2021-05-25,1
"hospitalisations","18-54",2021-05-25,52
"hospitalisations","55-64",2021-05-25,3
"hospitalisations","65-74",2021-05-25,8
"hospitalisations","75-84",2021-05-25,8
"hospitalisations","85+",2021-05-25,9
"hospitalisations","0-5",2021-05-26,2
"hospitalisations","6-17",2021-05-26,6
"hospitalisations","18-54",2021-05-26,54
"hospitalisations","55-64",2021-05-26,5
"hospitalisations","65-74",2021-05-26,11
"hospitalisations","75-84",2021-05-26,7
"hospitalisations","85+",2021-05-26,7
"hospitalisations","0-5",2021-05-27,1
"hospitalisations","6-17",2021-05-27,1
"hospitalisations","18-54",2021-05-27,45
"hospitalisations","55-64",2021-05-27,10
"hospitalisations","65-74",2021-05-27,9
"hospitalisations","75-84",2021-05-27,10
"hospitalisations","85+",2021-05-27,6
"hospitalisations","0-5",2021-05-28,4
"hospitalisations","6-17",2021-05-28,1
"hospitalisations","18-54",2021-05-28,59
"hospitalisations","55-64",2021-05-28,6
"hospitalisations","65-74",2021-05-28,7
"hospitalisations","75-84",2021-05-28,9
"hospitalisations","85+",2021-05-28,5
"hospitalisations","0-5",2021-05-29,3
"hospitalisations","6-17",2021-05-29,2
"hospitalisations","18-54",2021-05-29,30
"hospitalisations","55-64",2021-05-29,9
"hospitalisations","65-74",2021-05-29,8
"hospitalisations","75-84",2021-05-29,7
"hospitalisations","85+",2021-05-29,5
"hospitalisations","0-5",2021-05-30,7
"hospitalisations","6-17",2021-05-30,3
"hospitalisations","18-54",2021-05-30,36
"hospitalisations","55-64",2021-05-30,8
"hospitalisations","65-74",2021-05-30,10
"hospitalisations","75-84",2021-05-30,10
"hospitalisations","85+",2021-05-30,3
"hospitalisations","0-5",2021-05-31,4
"hospitalisations","6-17",2021-05-31,1
"hospitalisations","18-54",2021-05-31,41
"hospitalisations","55-64",2021-05-31,10
"hospitalisations","65-74",2021-05-31,11
"hospitalisations","75-84",2021-05-31,20
"hospitalisations","85+",2021-05-31,9
"hospitalisations","0-5",2021-06-01,3
"hospitalisations","6-17",2021-06-01,6
"hospitalisations","18-54",2021-06-01,64
"hospitalisations","55-64",2021-06-01,12
"hospitalisations","65-74",2021-06-01,12
"hospitalisations","75-84",2021-06-01,8
"hospitalisations","85+",2021-06-01,9
"hospitalisations","0-5",2021-06-02,3
"hospitalisations","6-17",2021-06-02,4
"hospitalisations","18-54",2021-06-02,53
"hospitalisations","55-64",2021-06-02,12
"hospitalisations","65-74",2021-06-02,6
"hospitalisations","75-84",2021-06-02,11
"hospitalisations","85+",2021-06-02,7
"hospitalisations","0-5",2021-06-03,6
"hospitalisations","6-17",2021-06-03,1
"hospitalisations","18-54",2021-06-03,44
"hospitalisations","55-64",2021-06-03,17
"hospitalisations","65-74",2021-06-03,8
"hospitalisations","75-84",2021-06-03,7
"hospitalisations","85+",2021-06-03,5
"hospitalisations","0-5",2021-06-04,4
"hospitalisations","6-17",2021-06-04,1
"hospitalisations","18-54",2021-06-04,60
"hospitalisations","55-64",2021-06-04,8
"hospitalisations","65-74",2021-06-04,5
"hospitalisations","75-84",2021-06-04,9
"hospitalisations","85+",2021-06-04,6
"hospitalisations","0-5",2021-06-05,4
"hospitalisations","6-17",2021-06-05,4
"hospitalisations","18-54",2021-06-05,45
"hospitalisations","55-64",2021-06-05,9
"hospitalisations","65-74",2021-06-05,9
"hospitalisations","75-84",2021-06-05,12
"hospitalisations","85+",2021-06-05,7
"hospitalisations","0-5",2021-06-06,3
"hospitalisations","6-17",2021-06-06,5
"hospitalisations","18-54",2021-06-06,71
"hospitalisations","55-64",2021-06-06,13
"hospitalisations","65-74",2021-06-06,8
"hospitalisations","75-84",2021-06-06,12
"hospitalisations","85+",2021-06-06,7
"cases","0-5",2020-10-12,270
"cases","6-17",2020-10-12,2942
"cases","18-54",2020-10-12,9522
"cases","55-64",2020-10-12,1823
"cases","65-74",2020-10-12,759
"cases","75-84",2020-10-12,526
"cases","85+",2020-10-12,321
"cases","0-5",2020-10-13,282
"cases","6-17",2020-10-13,2797
"cases","18-54",2020-10-13,9051
"cases","55-64",2020-10-13,1710
"cases","65-74",2020-10-13,746
"cases","75-84",2020-10-13,499
"cases","85+",2020-10-13,312
"cases","0-5",2020-10-14,300
"cases","6-17",2020-10-14,2789
"cases","18-54",2020-10-14,9806
"cases","55-64",2020-10-14,1860
"cases","65-74",2020-10-14,839
"cases","75-84",2020-10-14,510
"cases","85+",2020-10-14,308
"cases","0-5",2020-10-15,304
"cases","6-17",2020-10-15,2570
"cases","18-54",2020-10-15,8971
"cases","55-64",2020-10-15,1787
"cases","65-74",2020-10-15,785
"cases","75-84",2020-10-15,486
"cases","85+",2020-10-15,305
"cases","0-5",2020-10-16,263
"cases","6-17",2020-10-16,2326
"cases","18-54",2020-10-16,8546
"cases","55-64",2020-10-16,1700
"cases","65-74",2020-10-16,797
"cases","75-84",2020-10-16,511
"cases","85+",2020-10-16,359
"cases","0-5",2020-10-17,211
"cases","6-17",2020-10-17,1788
"cases","18-54",2020-10-17,7398
"cases","55-64",2020-10-17,1519
"cases","65-74",2020-10-17,688
"cases","75-84",2020-10-17,425
"cases","85+",2020-10-17,248
"cases","0-5",2020-10-18,251
"cases","6-17",2020-10-18,1777
"cases","18-54",2020-10-18,7203
"cases","55-64",2020-10-18,1348
"cases","65-74",2020-10-18,642
"cases","75-84",2020-10-18,346
"cases","85+",2020-10-18,206
"cases","0-5",2020-10-19,351
"cases","6-17",2020-10-19,3221
"cases","18-54",2020-10-19,13340
"cases","55-64",2020-10-19,2694
"cases","65-74",2020-10-19,1275
"cases","75-84",2020-10-19,656
"cases","85+",2020-10-19,426
"cases","0-5",2020-10-20,401
"cases","6-17",2020-10-20,3095
"cases","18-54",2020-10-20,12868
"cases","55-64",2020-10-20,2529
"cases","65-74",2020-10-20,1072
"cases","75-84",2020-10-20,697
"cases","85+",2020-10-20,524
"cases","0-5",2020-10-21,375
"cases","6-17",2020-10-21,3103
"cases","18-54",2020-10-21,13015
"cases","55-64",2020-10-21,2543
"cases","65-74",2020-10-21,1151
"cases","75-84",2020-10-21,730
"cases","85+",2020-10-21,428
"cases","0-5",2020-10-22,389
"cases","6-17",2020-10-22,2782
"cases","18-54",2020-10-22,11662
"cases","55-64",2020-10-22,2430
"cases","65-74",2020-10-22,1102
"cases","75-84",2020-10-22,655
"cases","85+",2020-10-22,446
"cases","0-5",2020-10-23,344
"cases","6-17",2020-10-23,2434
"cases","18-54",2020-10-23,10797
"cases","55-64",2020-10-23,2195
"cases","65-74",2020-10-23,1043
"cases","75-84",2020-10-23,685
"cases","85+",2020-10-23,454
"cases","0-5",2020-10-24,260
"cases","6-17",2020-10-24,1783
"cases","18-54",2020-10-24,8114
"cases","55-64",2020-10-24,1570
"cases","65-74",2020-10-24,757
"cases","75-84",2020-10-24,534
"cases","85+",2020-10-24,335
"cases","0-5",2020-10-25,236
"cases","6-17",2020-10-25,1667
"cases","18-54",2020-10-25,8021
"cases","55-64",2020-10-25,1635
"cases","65-74",2020-10-25,739
"cases","75-84",2020-10-25,488
"cases","85+",2020-10-25,304
"cases","0-5",2020-10-26,437
"cases","6-17",2020-10-26,2676
"cases","18-54",2020-10-26,13924
"cases","55-64",2020-10-26,2999
"cases","65-74",2020-10-26,1336
"cases","75-84",2020-10-26,746
"cases","85+",2020-10-26,527
"cases","0-5",2020-10-27,352
"cases","6-17",2020-10-27,2459
"cases","18-54",2020-10-27,12575
"cases","55-64",2020-10-27,2570
"cases","65-74",2020-10-27,1130
"cases","75-84",2020-10-27,761
"cases","85+",2020-10-27,503
"cases","0-5",2020-10-28,403
"cases","6-17",2020-10-28,2341
"cases","18-54",2020-10-28,12457
"cases","55-64",2020-10-28,2591
"cases","65-74",2020-10-28,1181
"cases","75-84",2020-10-28,677
"cases","85+",2020-10-28,498
"cases","0-5",2020-10-29,369
"cases","6-17",2020-10-29,2286
"cases","18-54",2020-10-29,12137
"cases","55-64",2020-10-29,2531
"cases","65-74",2020-10-29,1224
"cases","75-84",2020-10-29,785
"cases","85+",2020-10-29,545
"cases","0-5",2020-10-30,407
"cases","6-17",2020-10-30,2241
"cases","18-54",2020-10-30,11691
"cases","55-64",2020-10-30,2648
"cases","65-74",2020-10-30,1263
"cases","75-84",2020-10-30,777
"cases","85+",2020-10-30,547
"cases","0-5",2020-10-31,265
"cases","6-17",2020-10-31,1660
"cases","18-54",2020-10-31,8808
"cases","55-64",2020-10-31,1872
"cases","65-74",2020-10-31,882
"cases","75-84",2020-10-31,511
"cases","85+",2020-10-31,306
"cases","0-5",2020-11-01,229
"cases","6-17",2020-11-01,1552
"cases","18-54",2020-11-01,8220
"cases","55-64",2020-11-01,1678
"cases","65-74",2020-11-01,820
"cases","75-84",2020-11-01,522
"cases","85+",2020-11-01,317
"cases","0-5",2020-11-02,478
"cases","6-17",2020-11-02,3175
"cases","18-54",2020-11-02,16892
"cases","55-64",2020-11-02,3608
"cases","65-74",2020-11-02,1733
"cases","75-84",2020-11-02,1126
"cases","85+",2020-11-02,825
"cases","0-5",2020-11-03,406
"cases","6-17",2020-11-03,2732
"cases","18-54",2020-11-03,13368
"cases","55-64",2020-11-03,2903
"cases","65-74",2020-11-03,1372
"cases","75-84",2020-11-03,871
"cases","85+",2020-11-03,633
"cases","0-5",2020-11-04,398
"cases","6-17",2020-11-04,2492
"cases","18-54",2020-11-04,12396
"cases","55-64",2020-11-04,2707
"cases","65-74",2020-11-04,1219
"cases","75-84",2020-11-04,787
"cases","85+",2020-11-04,674
"cases","0-5",2020-11-05,443
"cases","6-17",2020-11-05,2685
"cases","18-54",2020-11-05,12509
"cases","55-64",2020-11-05,2707
"cases","65-74",2020-11-05,1181
"cases","75-84",2020-11-05,780
"cases","85+",2020-11-05,540
"cases","0-5",2020-11-06,392
"cases","6-17",2020-11-06,2613
"cases","18-54",2020-11-06,12529
"cases","55-64",2020-11-06,2544
"cases","65-74",2020-11-06,1255
"cases","75-84",2020-11-06,872
"cases","85+",2020-11-06,599
"cases","0-5",2020-11-07,326
"cases","6-17",2020-11-07,2012
"cases","18-54",2020-11-07,10249
"cases","55-64",2020-11-07,2101
"cases","65-74",2020-11-07,938
"cases","75-84",2020-11-07,601
"cases","85+",2020-11-07,385
"cases","0-5",2020-11-08,381
"cases","6-17",2020-11-08,2165
"cases","18-54",2020-11-08,10990
"cases","55-64",2020-11-08,2323
"cases","65-74",2020-11-08,1062
"cases","75-84",2020-11-08,597
"cases","85+",2020-11-08,432
"cases","0-5",2020-11-09,525
"cases","6-17",2020-11-09,3588
"cases","18-54",2020-11-09,16683
"cases","55-64",2020-11-09,3644
"cases","65-74",2020-11-09,1760
"cases","75-84",2020-11-09,1048
"cases","85+",2020-11-09,800
"cases","0-5",2020-11-10,478
"cases","6-17",2020-11-10,3187
"cases","18-54",2020-11-10,14278
"cases","55-64",2020-11-10,3108
"cases","65-74",2020-11-10,1554
"cases","75-84",2020-11-10,1023
"cases","85+",2020-11-10,784
"cases","0-5",2020-11-11,482
"cases","6-17",2020-11-11,3367
"cases","18-54",2020-11-11,14413
"cases","55-64",2020-11-11,3194
"cases","65-74",2020-11-11,1464
"cases","75-84",2020-11-11,953
"cases","85+",2020-11-11,729
"cases","0-5",2020-11-12,416
"cases","6-17",2020-11-12,3189
"cases","18-54",2020-11-12,12913
"cases","55-64",2020-11-12,2630
"cases","65-74",2020-11-12,1255
"cases","75-84",2020-11-12,870
"cases","85+",2020-11-12,652
"cases","0-5",2020-11-13,469
"cases","6-17",2020-11-13,3172
"cases","18-54",2020-11-13,12397
"cases","55-64",2020-11-13,2674
"cases","65-74",2020-11-13,1301
"cases","75-84",2020-11-13,928
"cases","85+",2020-11-13,683
"cases","0-5",2020-11-14,345
"cases","6-17",2020-11-14,2354
"cases","18-54",2020-11-14,9390
"cases","55-64",2020-11-14,2005
"cases","65-74",2020-11-14,900
"cases","75-84",2020-11-14,649
"cases","85+",2020-11-14,368
"cases","0-5",2020-11-15,338
"cases","6-17",2020-11-15,2111
"cases","18-54",2020-11-15,8142
"cases","55-64",2020-11-15,1787
"cases","65-74",2020-11-15,824
"cases","75-84",2020-11-15,572
"cases","85+",2020-11-15,430
"cases","0-5",2020-11-16,516
"cases","6-17",2020-11-16,3738
"cases","18-54",2020-11-16,13227
"cases","55-64",2020-11-16,2972
"cases","65-74",2020-11-16,1414
"cases","75-84",2020-11-16,933
"cases","85+",2020-11-16,782
"cases","0-5",2020-11-17,382
"cases","6-17",2020-11-17,3423
"cases","18-54",2020-11-17,11214
"cases","55-64",2020-11-17,2467
"cases","65-74",2020-11-17,1128
"cases","75-84",2020-11-17,836
"cases","85+",2020-11-17,762
"cases","0-5",2020-11-18,412
"cases","6-17",2020-11-18,3122
"cases","18-54",2020-11-18,10181
"cases","55-64",2020-11-18,2055
"cases","65-74",2020-11-18,998
"cases","75-84",2020-11-18,728
"cases","85+",2020-11-18,614
"cases","0-5",2020-11-19,363
"cases","6-17",2020-11-19,2718
"cases","18-54",2020-11-19,8550
"cases","55-64",2020-11-19,1713
"cases","65-74",2020-11-19,839
"cases","75-84",2020-11-19,649
"cases","85+",2020-11-19,544
"cases","0-5",2020-11-20,331
"cases","6-17",2020-11-20,2510
"cases","18-54",2020-11-20,8117
"cases","55-64",2020-11-20,1615
"cases","65-74",2020-11-20,855
"cases","75-84",2020-11-20,629
"cases","85+",2020-11-20,562
"cases","0-5",2020-11-21,219
"cases","6-17",2020-11-21,1800
"cases","18-54",2020-11-21,5937
"cases","55-64",2020-11-21,1189
"cases","65-74",2020-11-21,588
"cases","75-84",2020-11-21,461
"cases","85+",2020-11-21,379
"cases","0-5",2020-11-22,260
"cases","6-17",2020-11-22,1688
"cases","18-54",2020-11-22,5729
"cases","55-64",2020-11-22,1080
"cases","65-74",2020-11-22,516
"cases","75-84",2020-11-22,412
"cases","85+",2020-11-22,327
"cases","0-5",2020-11-23,340
"cases","6-17",2020-11-23,2899
"cases","18-54",2020-11-23,8947
"cases","55-64",2020-11-23,1822
"cases","65-74",2020-11-23,835
"cases","75-84",2020-11-23,674
"cases","85+",2020-11-23,650
"cases","0-5",2020-11-24,303
"cases","6-17",2020-11-24,2386
"cases","18-54",2020-11-24,7704
"cases","55-64",2020-11-24,1541
"cases","65-74",2020-11-24,710
"cases","75-84",2020-11-24,644
"cases","85+",2020-11-24,708
"cases","0-5",2020-11-25,316
"cases","6-17",2020-11-25,2566
"cases","18-54",2020-11-25,7697
"cases","55-64",2020-11-25,1488
"cases","65-74",2020-11-25,720
"cases","75-84",2020-11-25,582
"cases","85+",2020-11-25,531
"cases","0-5",2020-11-26,308
"cases","6-17",2020-11-26,2261
"cases","18-54",2020-11-26,6749
"cases","55-64",2020-11-26,1323
"cases","65-74",2020-11-26,580
"cases","75-84",2020-11-26,554
"cases","85+",2020-11-26,472
"cases","0-5",2020-11-27,287
"cases","6-17",2020-11-27,2213
"cases","18-54",2020-11-27,6613
"cases","55-64",2020-11-27,1357
"cases","65-74",2020-11-27,676
"cases","75-84",2020-11-27,552
"cases","85+",2020-11-27,526
"cases","0-5",2020-11-28,210
"cases","6-17",2020-11-28,1628
"cases","18-54",2020-11-28,5234
"cases","55-64",2020-11-28,1009
"cases","65-74",2020-11-28,429
"cases","75-84",2020-11-28,358
"cases","85+",2020-11-28,315
"cases","0-5",2020-11-29,229
"cases","6-17",2020-11-29,1530
"cases","18-54",2020-11-29,5098
"cases","55-64",2020-11-29,912
"cases","65-74",2020-11-29,410
"cases","75-84",2020-11-29,366
"cases","85+",2020-11-29,339
"cases","0-5",2020-11-30,314
"cases","6-17",2020-11-30,2760
"cases","18-54",2020-11-30,8189
"cases","55-64",2020-11-30,1589
"cases","65-74",2020-11-30,737
"cases","75-84",2020-11-30,693
"cases","85+",2020-11-30,721
"cases","0-5",2020-12-01,311
"cases","6-17",2020-12-01,2498
"cases","18-54",2020-12-01,7307
"cases","55-64",2020-12-01,1388
"cases","65-74",2020-12-01,667
"cases","75-84",2020-12-01,595
"cases","85+",2020-12-01,715
"cases","0-5",2020-12-02,323
"cases","6-17",2020-12-02,2390
"cases","18-54",2020-12-02,7499
"cases","55-64",2020-12-02,1466
"cases","65-74",2020-12-02,668
"cases","75-84",2020-12-02,518
"cases","85+",2020-12-02,564
"cases","0-5",2020-12-03,308
"cases","6-17",2020-12-03,2314
"cases","18-54",2020-12-03,6969
"cases","55-64",2020-12-03,1272
"cases","65-74",2020-12-03,622
"cases","75-84",2020-12-03,521
"cases","85+",2020-12-03,501
"cases","0-5",2020-12-04,281
"cases","6-17",2020-12-04,2513
"cases","18-54",2020-12-04,6989
"cases","55-64",2020-12-04,1281
"cases","65-74",2020-12-04,655
"cases","75-84",2020-12-04,566
"cases","85+",2020-12-04,562
"cases","0-5",2020-12-05,232
"cases","6-17",2020-12-05,1831
"cases","18-54",2020-12-05,5768
"cases","55-64",2020-12-05,1079
"cases","65-74",2020-12-05,487
"cases","75-84",2020-12-05,410
"cases","85+",2020-12-05,317
"cases","0-5",2020-12-06,263
"cases","6-17",2020-12-06,1967
"cases","18-54",2020-12-06,6175
"cases","55-64",2020-12-06,1114
"cases","65-74",2020-12-06,544
"cases","75-84",2020-12-06,411
"cases","85+",2020-12-06,385
"cases","0-5",2020-12-07,387
"cases","6-17",2020-12-07,3283
"cases","18-54",2020-12-07,9646
"cases","55-64",2020-12-07,1925
"cases","65-74",2020-12-07,750
"cases","75-84",2020-12-07,711
"cases","85+",2020-12-07,673
"cases","0-5",2020-12-08,395
"cases","6-17",2020-12-08,3009
"cases","18-54",2020-12-08,9358
"cases","55-64",2020-12-08,1685
"cases","65-74",2020-12-08,793
"cases","75-84",2020-12-08,655
"cases","85+",2020-12-08,723
"cases","0-5",2020-12-09,393
"cases","6-17",2020-12-09,3194
"cases","18-54",2020-12-09,9946
"cases","55-64",2020-12-09,1863
"cases","65-74",2020-12-09,759
"cases","75-84",2020-12-09,633
"cases","85+",2020-12-09,642
"cases","0-5",2020-12-10,446
